Timestamp,Consent,Age,Gender,Education,Banking_Use,Platform,Aware_Phishing,Aware_OTP,Aware_MFA,Aware_Website,Aware_PublicWiFi,Aware_AI,Aware_Response,Exp_Phishing_Email,Exp_Phishing_SMS,Exp_Phishing_Call,Clicked_Suspicious_Link,Experienced_Fraud,Fraud_Response,Scenario_Email,Scenario_OTP,Scenario_Login_Alert,Scenario_Deepfake_Call,Opinion_MFA,Opinion_Biometrics,Opinion_Alerts,Opinion_FrontEnd,Opinion_AI,Behaviour_UniquePassword,Behaviour_UseMFA,Behaviour_UpdateApp,Behaviour_VerifyWebsite,Bio_Understand,Bio_DataProtection,Bio_PrivacyConcern,Bio_Trust,Bio_ClearInfo,Bio_Willingness,Biometric_Method,Biggest_Concern,Awareness_Score,Awareness_Level,Opinion_Score,Behaviour_Score,Behaviour_Level,Biometric_Score,Biometric_Level
2026-07-09 11:05:44,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Diploma,Weekly,Internet Banking Website,2,1,3,3,4,4,4,No,Yes,Yes,No,Yes,"I noticed suspicious links or website URLs., The sender's email address looked suspicious., My bank warned me about similar scams., I was unsure whether it was a phishing attempt.",Ignore it completely,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,4,4,2,3,3,4,3,4,1,1,1,1,1,1,Fingerprint Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used, Accuracy of biometric authentication",3.0,Moderate Awareness,3.0,3.5,Poor Practice,1.0,High Understanding
2026-07-09 11:08:58,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Secondary School,Monthly,Mobile Banking App,2,2,3,3,4,4,3,No,No,Yes,Yes,No,"The email contained spelling or grammar mistakes., I reported it to my bank., I was unsure whether it was a phishing attempt.",Click the link immediately,Share the OTP,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,2,3,4,5,4,4,5,4,4,3,3,4,4,3,Voice Recognition,Risk of biometric data being stolen,3.0,Moderate Awareness,3.4,4.25,Poor Practice,3.5,Low Understanding
2026-07-09 11:10:19,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Bachelor's Degree,Daily,Mobile Banking App,2,3,4,1,1,1,1,Yes,No,No,No,No,"The email contained spelling or grammar mistakes., I reported it to my bank.",Ignore it completely,Ignore the request but continue the conversation,Change your password immediately and contact the bank,End the call without checking,2,3,3,1,2,3,3,4,4,3,5,1,1,1,1,Fingerprint Recognition,Lack of understanding of how biometric data is used,1.8571428571428572,High Awareness,2.2,3.5,Poor Practice,2.0,High Understanding
2026-07-09 22:18:43,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Master's Degree,Weekly,Mobile Banking App,2,2,2,2,2,2,2,No,No,Yes,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., I ignored and deleted the email., I reported it to my bank.",Click the link immediately,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,4,3,3,3,2,2,2,2,2,2,"Fingerprint Recognition, Voice Recognition",Privacy of biometric data,2.0,High Awareness,2.0,3.25,Poor Practice,2.0,High Understanding
2026-07-11 11:45:48,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Weekly,Internet Banking Website,4,2,4,1,3,3,3,Yes,No,No,Yes,Yes,"The email contained spelling or grammar mistakes., I reported it to my bank.",Ignore it completely,Share the OTP,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,Fingerprint Recognition,Risk of biometric data being stolen,2.857142857142857,Moderate Awareness,2.0,4.0,Poor Practice,2.0,High Understanding
2026-07-11 11:50:34,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Weekly,Internet Banking Website,2,2,2,2,2,2,2,Yes,No,No,No,No,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes., The sender's email address looked suspicious., The message requested sensitive information (passwords, PINs, OTPs)., My bank warned me about similar scams., I ignored and deleted the email., I reported it to my bank., I clicked the link before realizing it was suspicious.",Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,Fingerprint Recognition,"Privacy of biometric data, Risk of biometric data being stolen",2.0,High Awareness,2.8,3.0,Moderate Practice,2.0,High Understanding
2026-07-11 12:00:23,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Bachelor's Degree,Monthly,Both equally,3,3,3,4,4,4,4,No,No,No,Yes,No,"The email contained spelling or grammar mistakes., The message requested sensitive information (passwords, PINs, OTPs).",Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Delete the notification,End the call without checking,3,3,4,5,5,3,3,1,3,3,3,3,4,4,4,Face ID / Facial Recognition,Accuracy of biometric authentication,3.5714285714285716,Low Awareness,4.0,2.5,Moderate Practice,3.5,Low Understanding
2026-07-11 12:01:48,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Bachelor's Degree,Monthly,Both equally,5,5,5,4,4,3,3,Not Sure,Not Sure,Not Sure,Not Sure,Yes,"My bank warned me about similar scams., I ignored and deleted the email.",Ignore it completely,Share the OTP,Wait to see if it happens again,Share your banking details,3,3,4,4,5,3,3,3,3,4,3,4,3,4,3,Fingerprint Recognition,Risk of biometric data being stolen,4.142857142857143,Low Awareness,3.8,3.0,Moderate Practice,3.5,Low Understanding
2026-07-11 12:13:55,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Master's Degree,Monthly,Internet Banking Website,3,2,3,2,3,2,4,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Applicable,Click the link immediately,Ignore the request but continue the conversation,Change your password immediately and contact the bank,Share your banking details,4,2,2,3,3,4,4,3,4,3,2,2,3,2,3,Voice Recognition,Risk of biometric data being stolen,2.7142857142857144,Moderate Awareness,2.8,3.75,Poor Practice,2.5,Moderate Understanding
2026-07-11 18:08:52,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Male,Secondary School,Daily,Mobile Banking App,2,2,2,2,2,2,2,Not Sure,Not Sure,No,Yes,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Verify the request using the bank's official website or customer service,Ask why it is needed,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,Face ID / Facial Recognition,"Privacy of biometric data, Risk of biometric data being stolen, Lack of understanding of how biometric data is used, Accuracy of biometric authentication",2.0,High Awareness,3.0,4.0,Poor Practice,2.0,High Understanding
2026-07-11 18:11:23,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Diploma,Weekly,Internet Banking Website,1,1,1,2,2,2,2,Yes,No,No,No,No,The sender's email address looked suspicious.,Ignore it completely,Ask why it is needed,Ignore it,End the call without checking,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,Face ID / Facial Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used",1.5714285714285714,High Awareness,3.0,4.0,Poor Practice,2.0,High Understanding
2026-07-12 14:10:21,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Male,Secondary School,Daily,Mobile Banking App,1,3,3,4,3,4,4,No,No,No,No,Yes,My bank warned me about similar scams.,Verify the request using the bank's official website or customer service,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,3,4,4,4,4,3,3,3,3,3,4,4,3,3,4,Face ID / Facial Recognition,Risk of biometric data being stolen,3.142857142857143,Low Awareness,3.8,3.0,Moderate Practice,3.5,Low Understanding
2026-07-12 18:30:49,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",18-24,Male,Diploma,Weekly,Internet Banking Website,2,3,2,3,3,3,3,No,No,Not Sure,No,Yes,"The email contained spelling or grammar mistakes., The sender's email address looked suspicious.",Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Verify the request using the bank's official contact details,2,3,2,3,2,3,3,3,3,3,4,3,3,4,3,"Face ID / Facial Recognition, I do not use biometric authentication, ","Privacy of biometric data, Risk of biometric data being stolen",2.7142857142857144,Moderate Awareness,2.4,3.0,Moderate Practice,3.3333333333333335,Low Understanding
2026-07-12 18:32:38,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Female,Diploma,Rarely,Mobile Banking App,1,1,4,4,4,4,4,No,Not Sure,Not Sure,Not Sure,No,My bank warned me about similar scams.,Click the link immediately,Ask why it is needed,Wait to see if it happens again,End the call without checking,4,4,4,4,4,4,4,5,5,3,4,3,4,3,4,Face ID / Facial Recognition,I have no concerns,3.142857142857143,Low Awareness,4.0,4.5,Poor Practice,3.5,Low Understanding
2026-07-12 18:34:27,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",45-54,Female,Master's Degree,Weekly,Internet Banking Website,4,3,3,4,4,4,4,No,No,Not Sure,Not Sure,No,"The sender's email address looked suspicious., My bank warned me about similar scams.",Verify the request using the bank's official website or customer service,Ignore the request but continue the conversation,Delete the notification,End the call without checking,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,"Face ID / Facial Recognition, Fingerprint Recognition","Risk of biometric data being stolen, Lack of understanding of how biometric data is used",3.7142857142857144,Low Awareness,3.6,3.0,Moderate Practice,3.8333333333333335,Low Understanding
2026-07-12 22:25:31,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",55+,Male,Secondary School,Daily,Mobile Banking App,3,3,3,3,3,4,4,No,No,No,No,No,The sender's email address looked suspicious.,Ignore it completely,Share the OTP,Wait to see if it happens again,Approve the transaction,2,2,2,2,2,5,5,5,5,2,2,2,2,2,2,Face ID / Facial Recognition,Privacy of biometric data,3.2857142857142856,Low Awareness,2.0,5.0,Poor Practice,2.0,High Understanding
2026-07-13 16:15:00,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",25–34,Female,Master's Degree,Daily,Mobile Banking App,4,4,4,4,4,4,4,No,Yes,No,No,No,"The email contained spelling or grammar mistakes., I clicked the link before realizing it was suspicious.",Ignore it completely,End the call and contact the bank through official channels,Change your password immediately and contact the bank,Approve the transaction,5,4,2,3,2,3,3,4,5,1,2,3,4,3,3,Fingerprint Recognition,I have no concerns,4.0,Low Awareness,3.2,3.75,Poor Practice,2.6666666666666665,Moderate Understanding
2026-07-13 18:30:11,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Bachelor's Degree,Monthly,Internet Banking Website,4,4,4,4,4,4,4,Not Sure,Not Sure,No,Not Sure,No,I ignored and deleted the email.,Click the link immediately,Ask why it is needed,Delete the notification,Verify the request using the bank's official contact details,3,4,4,4,3,3,3,3,3,4,3,4,4,4,4,Face ID / Facial Recognition,"Risk of biometric data being stolen, Lack of understanding of how biometric data is used",4.0,Low Awareness,3.6,3.0,Moderate Practice,3.8333333333333335,Low Understanding
2026-07-14 16:31:45,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Female,Doctorate,Monthly,Both equally,4,4,4,4,4,4,4,No,Not Sure,No,Yes,No,The email contained spelling or grammar mistakes.,Click the link immediately,End the call and contact the bank through official channels,Wait to see if it happens again,Verify the request using the bank's official contact details,2,3,3,2,2,4,4,4,4,2,2,2,2,2,3,Voice Recognition,Lack of understanding of how biometric data is used,4.0,Low Awareness,2.4,4.0,Poor Practice,2.1666666666666665,Moderate Understanding
2026-07-14 19:12:20,"I have read and understood the information provided about this research study., I understand that my participation is entirely voluntary, and I am free to stop completing the survey at any time before submitting my responses., I voluntarily agree to participate in this research study and provide my informed consent.",35-44,Male,Master's Degree,Weekly,Both equally,3,4,2,3,2,3,2,No,No,No,No,Yes,"I noticed suspicious links or website URLs., The email contained spelling or grammar mistakes.",Ignore it completely,End the call and contact the bank through official channels,Wait to see if it happens again,Share your banking details,2,3,3,3,4,3,3,3,4,3,2,3,4,4,3,"Face ID / Facial Recognition, Fingerprint Recognition, Voice Recognition","Lack of understanding of how biometric data is used, I have no concerns",2.7142857142857144,Moderate Awareness,3.0,3.25,Poor Practice,3.1666666666666665,Low Understanding
